@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
5136,'2019/02/13 20:52:50:569',9,0.007874,-0.023622,-0.015748,-0.031496,-0.007874,-0.023622,-0.031496,-0.015748,-0.03937,-0.015748,0.015748,0.031496,-0.015748,-0.023622,-0.047244,-0.03937,0.153748,-0.185425,-0.654053,0.717102,-0.071777,-1.023438,0.080078,-1.0625,0.8125,0.9375,0,1
5137,'2019/02/13 20:52:50:596',9,0,-0.023622,-0.015748,-0.015748,0.015748,0.007874,-0.015748,0.007874,0,-0.007874,0,0,-0.015748,-0.015748,-0.007874,-0.023622,0.153748,-0.18573,-0.654053,0.71698,-0.068848,-1.015137,0.07373,-0.4375,1.1875,0.6875,0,1
5138,'2019/02/13 20:52:50:628',9,-0.015748,0,-0.03937,-0.047244,-0.023622,0,0.110236,-0.007874,-0.023622,0.03937,0.031496,0.047244,0.007874,-0.015748,-0.070866,-0.015748,0.153748,-0.18634,-0.654236,0.716675,-0.074219,-1.021484,0.081055,-1.75,1.1875,0.6875,0,1
5139,'2019/02/13 20:52:50:665',9,-0.015748,-0.023622,-0.015748,0,-0.023622,-0.015748,0.007874,-0.007874,-0.007874,0.023622,0.007874,0.015748,-0.007874,-0.007874,-0.007874,-0.023622,0.153748,-0.186829,-0.654236,0.716553,-0.06543,-1.020996,0.07959,-1,1.1875,1,0,1
5140,'2019/02/13 20:52:50:692',9,0.007874,0,0,0,-0.007874,-0.007874,-0.03937,-0.023622,0.007874,0,-0.031496,-0.086614,-0.023622,-0.015748,0,-0.007874,0.153748,-0.187134,-0.654236,0.716431,-0.068848,-1.018066,0.075195,-0.6875,1.25,1.0625,0,1
5141,'2019/02/13 20:52:50:727',9,-0.007874,0.03937,-0.015748,-0.03937,-0.007874,-0.015748,-0.047244,-0.007874,-0.015748,-0.031496,-0.007874,0.047244,0.015748,0,0.015748,-0.007874,0.153748,-0.187744,-0.654236,0.716248,-0.071777,-1.021484,0.075195,-0.625,1.3125,0.75,0,1
5142,'2019/02/13 20:52:50:756',9,-0.015748,0.047244,-0.007874,-0.031496,-0.015748,-0.023622,0,-0.007874,0.007874,-0.007874,0,0,0,0.007874,0.023622,-0.007874,0.153748,-0.188354,-0.654236,0.716125,-0.07373,-1.013184,0.072754,-0.75,1.1875,0.75,0,1
5143,'2019/02/13 20:52:50:789',9,-0.031496,0.03937,-0.015748,0,-0.023622,0.007874,0.031496,-0.007874,0.03937,0.03937,0.007874,-0.015748,0,0,-0.055118,0.015748,0.153748,-0.188599,-0.654297,0.716003,-0.070801,-1.014648,0.077148,-1.0625,1,0.8125,0,1
5144,'2019/02/13 20:52:50:832',9,0,-0.031496,-0.023622,0.015748,0,-0.023622,-0.015748,-0.007874,-0.007874,0.007874,-0.015748,-0.047244,-0.007874,0,-0.023622,-0.015748,0.153687,-0.189209,-0.654663,0.715515,-0.068359,-1.022949,0.076172,-2.4375,1.5,0.8125,0,1
5145,'2019/02/13 20:52:50:870',9,0.007874,0.015748,0.03937,0.047244,0.031496,0.031496,0.062992,0.03937,-0.015748,-0.03937,-0.023622,-0.031496,0.007874,-0.023622,-0.03937,-0.023622,0.153931,-0.18988,-0.654785,0.71521,-0.073242,-1.01416,0.07373,-0.875,2,0.4375,0,1
5146,'2019/02/13 20:52:50:907',9,0,-0.015748,0,0.047244,0,0,0.015748,0.007874,-0.023622,-0.047244,-0.007874,0,-0.015748,-0.015748,-0.015748,0.007874,0.154053,-0.190186,-0.654846,0.715027,-0.072754,-1.01709,0.073242,-1.3125,1.625,0.3125,0,1
5147,'2019/02/13 20:52:50:929',9,-0.007874,0,0.023622,0.03937,0.023622,-0.007874,-0.070866,0.015748,0.007874,-0.031496,-0.023622,-0.03937,-0.015748,0.007874,0.102362,0,0.154175,-0.190369,-0.654846,0.714966,-0.07373,-1.012695,0.069336,0.6875,0.875,0.0625,0,1
5148,'2019/02/13 20:52:50:990',9,0.007874,-0.007874,-0.015748,-0.047244,0.007874,0,-0.007874,0,-0.007874,-0.015748,-0.023622,0.007874,-0.007874,-0.007874,0.023622,-0.015748,0.154297,-0.190369,-0.654724,0.715027,-0.071777,-1.016113,0.069824,1,0.5,-0.625,0,1
5149,'2019/02/13 20:52:51:008',9,0.007874,0.007874,0.015748,-0.015748,0,0.007874,0.023622,0.007874,-0.015748,0.007874,0,0.007874,-0.007874,-0.007874,0,-0.015748,0.15448,-0.190308,-0.654602,0.715149,-0.071289,-1.019531,0.070801,1.0625,0.4375,-0.6875,0,1
5150,'2019/02/13 20:52:51:029',9,-0.007874,-0.031496,-0.023622,0.015748,0.015748,-0.007874,-0.007874,0,-0.007874,-0.007874,0,-0.015748,0.007874,0,0.015748,0,0.15448,-0.190308,-0.654602,0.715149,-0.076172,-1.018555,0.075684,-0.0625,0.25,-0.5,0,1
5151,'2019/02/13 20:52:51:063',9,0,0,0,0.031496,-0.007874,-0.007874,-0.023622,-0.007874,-0.007874,-0.007874,0.015748,0,0.007874,0,0,-0.007874,0.15448,-0.190308,-0.654602,0.715149,-0.070313,-1.015625,0.074219,0.0625,0.6875,-0.125,0,1
5152,'2019/02/13 20:52:51:111',9,-0.015748,0,-0.031496,-0.015748,0.007874,-0.015748,-0.03937,-0.015748,-0.007874,0,-0.015748,-0.047244,-0.03937,-0.007874,0.007874,0,0.15448,-0.190308,-0.654541,0.715149,-0.075195,-1.01416,0.079102,-0.25,0.5,0.0625,0,1
5153,'2019/02/13 20:52:51:126',9,-0.015748,0.015748,0,-0.015748,0,-0.007874,0.015748,-0.015748,-0.023622,-0.015748,-0.031496,0.007874,-0.015748,-0.015748,-0.03937,-0.031496,0.15448,-0.190308,-0.654541,0.71521,-0.069824,-1.018066,0.077148,0.25,0.0625,0.0625,0,1
5154,'2019/02/13 20:52:51:152',9,0.007874,-0.007874,0,-0.023622,-0.007874,-0.015748,-0.055118,-0.007874,-0.015748,0.007874,0.007874,0.055118,0.023622,0.015748,0.047244,0,0.15448,-0.190308,-0.654541,0.71521,-0.074707,-1.011719,0.071777,-0.4375,-0.25,-0.4375,0,1
5155,'2019/02/13 20:52:51:190',9,0,-0.015748,-0.015748,-0.007874,-0.015748,0.007874,0.007874,0.007874,0,-0.023622,-0.007874,-0.007874,-0.015748,-0.023622,-0.023622,-0.015748,0.15448,-0.190308,-0.654541,0.71521,-0.074219,-1.018066,0.068848,-0.6875,-0.125,-0.8125,0,1
5156,'2019/02/13 20:52:51:246',9,0,0.031496,0,0.007874,0.007874,-0.007874,-0.007874,-0.015748,-0.015748,0.03937,0.047244,0.055118,0.007874,0.007874,-0.007874,-0.015748,0.154724,-0.189941,-0.65448,0.715271,-0.071289,-1.012695,0.074219,0.3125,-0.25,-1.375,0,1
5157,'2019/02/13 20:52:51:306',9,0.015748,0,-0.015748,0.03937,0.007874,0.031496,-0.047244,0,-0.023622,-0.023622,0.015748,0.015748,-0.007874,0,0.070866,0,0.154785,-0.189819,-0.654541,0.715271,-0.070313,-1.021484,0.07666,-1,0,-1,0,1
5158,'2019/02/13 20:52:51:316',9,0.007874,0.015748,0.031496,0.03937,-0.015748,0.007874,0.023622,0,0,-0.055118,0,0,0.007874,0,-0.007874,0,0.154907,-0.189819,-0.654602,0.715149,-0.069336,-1.018555,0.079102,-1.25,0.375,-0.375,0,1
5159,'2019/02/13 20:52:51:343',9,0,-0.007874,-0.007874,-0.031496,0.007874,-0.031496,-0.007874,0,-0.015748,0.023622,-0.007874,0.007874,-0.015748,0.007874,-0.062992,-0.007874,0.154907,-0.18988,-0.654663,0.715149,-0.071777,-1.022461,0.089355,-1.5625,0.1875,-0.125,0,1
5160,'2019/02/13 20:52:51:389',9,0,-0.031496,-0.023622,-0.023622,-0.007874,-0.007874,-0.055118,-0.007874,0,0,-0.031496,-0.055118,-0.031496,-0.007874,-0.007874,0,0.154846,-0.18988,-0.654541,0.71521,-0.075684,-1.010742,0.081055,0.9375,0.3125,-0.625,0,1
5161,'2019/02/13 20:52:51:406',9,0.007874,0.007874,-0.023622,-0.023622,-0.007874,0,-0.007874,0.015748,-0.031496,-0.015748,-0.023622,-0.047244,-0.015748,0,0,-0.031496,0.154907,-0.18988,-0.654541,0.71521,-0.069824,-1.01709,0.084473,0.6875,0.8125,-0.3125,0,1
5162,'2019/02/13 20:52:51:430',9,-0.015748,-0.023622,-0.015748,-0.047244,-0.015748,-0.023622,-0.023622,-0.023622,0,-0.007874,-0.007874,-0.031496,-0.023622,-0.007874,0.094488,0.015748,0.154907,-0.18988,-0.65448,0.715271,-0.074707,-1.019043,0.081543,0.6875,0.5625,-0.1875,0,1
5163,'2019/02/13 20:52:51:467',9,-0.015748,0,-0.023622,-0.047244,-0.015748,-0.015748,-0.007874,-0.015748,-0.007874,0.007874,0,0.03937,0.031496,0.007874,-0.023622,-0.023622,0.154907,-0.18988,-0.65448,0.715271,-0.066895,-1.016602,0.078125,-0.375,0.5625,-0.5,0,1
5164,'2019/02/13 20:52:51:507',9,-0.007874,0,-0.007874,0.031496,0.007874,0.015748,0.055118,0.015748,-0.031496,0.015748,-0.031496,-0.03937,-0.007874,-0.023622,-0.03937,-0.015748,0.155151,-0.190063,-0.654541,0.715088,-0.072754,-1.020996,0.076172,-1.1875,0.9375,-0.1875,0,1
5165,'2019/02/13 20:52:51:544',9,-0.007874,-0.055118,-0.007874,0,0,-0.015748,-0.007874,0,-0.015748,0.031496,-0.015748,0.015748,0,-0.015748,-0.03937,-0.007874,0.155212,-0.190308,-0.654602,0.714966,-0.071777,-1.02002,0.072266,-0.75,1.125,0.4375,0,1
5166,'2019/02/13 20:52:51:582',9,-0.023622,-0.007874,0.023622,0.023622,0.015748,-0.007874,-0.015748,-0.023622,0,0.031496,-0.031496,-0.023622,-0.015748,-0.015748,0,-0.007874,0.155273,-0.190613,-0.654663,0.714844,-0.068848,-1.016602,0.078125,-0.75,1,0.625,0,1
5167,'2019/02/13 20:52:51:603',9,-0.031496,-0.023622,0.007874,0.062992,-0.007874,-0.015748,-0.055118,-0.015748,-0.023622,0.015748,-0.015748,-0.047244,-0.015748,-0.007874,-0.031496,0,0.155273,-0.190613,-0.654602,0.714844,-0.070801,-1.021484,0.077637,0,0.75,0.3125,0,1
5168,'2019/02/13 20:52:51:641',9,-0.007874,0.007874,-0.015748,0.007874,-0.007874,0,-0.031496,-0.007874,0.015748,0,-0.023622,-0.015748,-0.031496,-0.007874,-0.007874,0,0.155273,-0.190613,-0.654602,0.714905,-0.071289,-1.015625,0.078613,0.125,0.8125,-0.0625,0,1
5169,'2019/02/13 20:52:51:665',9,-0.015748,-0.015748,-0.015748,-0.055118,-0.023622,0,-0.015748,-0.015748,-0.007874,0,0,0,-0.007874,-0.023622,-0.015748,-0.023622,0.155334,-0.190796,-0.65448,0.714905,-0.070801,-1.015137,0.072266,-0.8125,0.875,0.1875,0,1
5170,'2019/02/13 20:52:51:707',9,0.007874,-0.015748,0.007874,0.015748,0,0.007874,0.03937,0.015748,-0.015748,0.015748,-0.023622,-0.031496,-0.023622,-0.023622,-0.047244,-0.015748,0.155334,-0.190796,-0.65448,0.714966,-0.07373,-1.015137,0.077148,0,0.375,0.375,0,1
5171,'2019/02/13 20:52:51:741',9,0.007874,0,-0.007874,-0.023622,0.007874,-0.007874,-0.062992,0,-0.03937,-0.007874,0,0.031496,-0.007874,-0.007874,-0.007874,-0.015748,0.155334,-0.190796,-0.654419,0.714966,-0.071777,-1.022461,0.080566,-0.3125,0.3125,0.1875,0,1
5172,'2019/02/13 20:52:51:763',9,0,0.015748,-0.007874,0.007874,0.007874,-0.007874,-0.007874,0,-0.023622,-0.031496,-0.047244,0.031496,0,-0.015748,0.015748,-0.007874,0.155334,-0.190796,-0.654419,0.715027,-0.074707,-1.017578,0.084961,-0.125,0.9375,0.3125,0,1
5173,'2019/02/13 20:52:51:825',9,-0.015748,0,-0.03937,-0.031496,0,-0.007874,-0.03937,-0.031496,0.03937,-0.015748,0.070866,0.07874,0.03937,0.015748,0.07874,0.015748,0.155396,-0.190979,-0.654236,0.715088,-0.07666,-1.020508,0.067383,-0.3125,0.625,0.75,0,1
5174,'2019/02/13 20:52:51:862',9,-0.023622,-0.015748,0.007874,0.007874,0,0.007874,0,-0.007874,-0.015748,-0.007874,-0.007874,-0.015748,0.015748,-0.007874,0,0,0.155396,-0.190979,-0.654236,0.715088,-0.071289,-1.013184,0.07373,0,0.25,0.3125,0,1
5175,'2019/02/13 20:52:51:881',9,-0.007874,0,0.015748,0.015748,0.007874,-0.023622,0.015748,-0.007874,-0.007874,0.007874,0,-0.015748,0,0,-0.094488,-0.007874,0.155396,-0.190979,-0.654236,0.715088,-0.069824,-1.014648,0.069824,0.0625,0.5,0.625,0,1
5176,'2019/02/13 20:52:51:902',9,-0.015748,0.007874,0.007874,0.023622,0.007874,-0.007874,-0.023622,-0.031496,-0.015748,-0.023622,0,0.007874,0,-0.023622,0.007874,-0.007874,0.155396,-0.190979,-0.654236,0.715088,-0.072266,-1.010742,0.075195,0.5,0.375,0.625,0,1
5177,'2019/02/13 20:52:51:942',9,0,0.007874,0,0.023622,0.007874,0,0,0.007874,-0.007874,0.007874,-0.03937,-0.023622,-0.023622,-0.023622,0.007874,-0.015748,0.155334,-0.190979,-0.654236,0.715088,-0.073242,-1.014648,0.074707,0.9375,-0.25,0.125,0,1
5178,'2019/02/13 20:52:51:981',9,-0.007874,0,-0.015748,-0.007874,0,-0.023622,0.070866,0,-0.007874,0,-0.007874,-0.031496,0,-0.015748,-0.047244,-0.015748,0.155396,-0.190857,-0.653992,0.715332,-0.070801,-1.018066,0.069336,2,-0.5,-0.125,0,1
5179,'2019/02/13 20:52:52:018',9,-0.015748,0.007874,-0.007874,-0.015748,-0.007874,-0.015748,0.023622,0,0,-0.007874,-0.023622,-0.023622,-0.023622,-0.007874,-0.023622,-0.007874,0.155334,-0.190796,-0.653687,0.715637,-0.075195,-1.013184,0.078125,0.5625,-0.5625,0.25,0,1
5180,'2019/02/13 20:52:52:041',9,-0.031496,0,-0.015748,-0.023622,-0.047244,-0.015748,-0.023622,0,-0.015748,0,-0.015748,-0.031496,-0.015748,-0.007874,-0.015748,-0.007874,0.155334,-0.190796,-0.653687,0.715637,-0.071777,-1.01709,0.08252,0.3125,-0.5,-0.3125,0,1
5181,'2019/02/13 20:52:52:080',9,-0.007874,-0.007874,-0.007874,0,-0.007874,-0.015748,-0.015748,-0.015748,-0.015748,-0.03937,-0.015748,-0.007874,-0.015748,-0.007874,0,-0.007874,0.155334,-0.190796,-0.653687,0.715698,-0.074219,-1.011719,0.085938,0.4375,-0.375,-0.625,0,1
5182,'2019/02/13 20:52:52:113',9,-0.015748,0.023622,-0.015748,-0.023622,-0.015748,-0.031496,-0.015748,0.007874,-0.007874,0,-0.007874,0.031496,0.007874,0.007874,0.03937,0.007874,0.155334,-0.190735,-0.653625,0.715698,-0.074219,-1.020508,0.081543,0.1875,-1,-0.4375,0,1
5183,'2019/02/13 20:52:52:140',9,0.015748,-0.007874,-0.015748,0,-0.007874,-0.015748,-0.007874,-0.007874,-0.015748,-0.007874,-0.007874,-0.015748,-0.015748,-0.015748,-0.023622,-0.015748,0.155396,-0.190735,-0.653564,0.715759,-0.071289,-1.020996,0.087402,-0.625,-0.4375,0,0,1
5184,'2019/02/13 20:52:52:174',9,0.007874,-0.007874,-0.007874,0,0,0.015748,-0.023622,0,-0.015748,0.047244,0,0.015748,-0.007874,0.007874,0.070866,-0.007874,0.155396,-0.190735,-0.653564,0.715759,-0.071289,-1.020996,0.078613,-0.0625,-0.375,0.1875,0,1
5185,'2019/02/13 20:52:52:220',9,-0.023622,-0.015748,-0.007874,-0.023622,-0.007874,0.007874,0.023622,-0.007874,0.015748,0,-0.015748,-0.031496,-0.015748,-0.031496,0.023622,0.015748,0.155396,-0.190735,-0.653503,0.71582,-0.067383,-1.013184,0.078613,-0.875,-0.5625,0.25,0,1
5186,'2019/02/13 20:52:52:243',9,0,-0.007874,0.023622,0.055118,0.007874,-0.023622,0,0,-0.007874,-0.015748,0.007874,0.007874,0.007874,-0.007874,-0.015748,-0.007874,0.155396,-0.190674,-0.653503,0.71582,-0.063965,-1.016113,0.082031,-0.4375,-0.5,-0.0625,0,1
5187,'2019/02/13 20:52:52:270',9,-0.023622,-0.015748,-0.015748,0,-0.015748,-0.015748,-0.015748,-0.007874,-0.015748,-0.031496,-0.015748,-0.007874,-0.007874,-0.007874,-0.055118,-0.015748,0.155457,-0.190674,-0.653442,0.715881,-0.066406,-1.012695,0.09082,-0.8125,-0.3125,-0.3125,0,1
5188,'2019/02/13 20:52:52:301',9,0.015748,-0.031496,-0.015748,0,-0.015748,0.007874,-0.023622,0,-0.031496,-0.023622,-0.023622,-0.03937,0.007874,-0.007874,0,-0.023622,0.155457,-0.190613,-0.653442,0.715942,-0.067871,-1.020996,0.083984,0.1875,0.125,-0.4375,0,1
5189,'2019/02/13 20:52:52:347',9,-0.023622,0.007874,-0.015748,-0.015748,-0.007874,-0.015748,-0.031496,-0.023622,-0.023622,0,-0.023622,-0.03937,-0.007874,0.015748,-0.007874,-0.023622,0.155457,-0.190613,-0.653381,0.715942,-0.070801,-1.016602,0.08252,-0.8125,-0.3125,0.0625,0,1
5190,'2019/02/13 20:52:52:378',9,-0.007874,0.007874,0.007874,0.055118,0.015748,0.015748,0.023622,0,-0.007874,-0.007874,0.015748,0.007874,-0.015748,0,-0.031496,-0.007874,0.155457,-0.190613,-0.653381,0.715942,-0.070313,-1.018555,0.078125,-0.1875,-0.1875,0.125,0,1
5191,'2019/02/13 20:52:52:414',9,-0.015748,0.031496,0.023622,0.03937,-0.015748,-0.023622,-0.047244,-0.023622,-0.015748,-0.03937,-0.03937,-0.031496,-0.031496,-0.007874,-0.023622,-0.023622,0.155518,-0.190613,-0.653381,0.715942,-0.066406,-1.014648,0.076172,-0.5625,0.25,0.125,0,1
5192,'2019/02/13 20:52:52:453',9,0.007874,-0.031496,-0.015748,-0.023622,0.007874,-0.007874,-0.007874,-0.007874,-0.015748,0.007874,-0.023622,0,-0.023622,-0.031496,-0.023622,-0.023622,0.155518,-0.190552,-0.65332,0.716003,-0.066895,-1.018555,0.082031,-0.25,0.3125,0.3125,0,1
5193,'2019/02/13 20:52:52:490',9,-0.007874,-0.031496,-0.007874,0,0,-0.03937,-0.07874,-0.023622,-0.015748,-0.015748,-0.007874,0.023622,0,0.023622,0.062992,0,0.155518,-0.190552,-0.65332,0.716003,-0.069336,-1.020508,0.081055,-0.9375,0.4375,0.5625,0,1
5194,'2019/02/13 20:52:52:513',9,-0.007874,-0.031496,0.007874,-0.023622,0,-0.023622,-0.023622,0.007874,-0.023622,-0.03937,-0.015748,0,-0.015748,0,0.023622,-0.007874,0.155518,-0.190552,-0.65332,0.716064,-0.075684,-1.02002,0.078613,-0.3125,0.4375,0.5625,0,1
5195,'2019/02/13 20:52:52:541',9,-0.007874,-0.007874,0.007874,0.031496,0,0.015748,-0.007874,0,-0.007874,-0.007874,0,0,0,-0.007874,0,0.007874,0.155518,-0.190552,-0.653259,0.716064,-0.068848,-1.015625,0.07959,-0.125,0.4375,0,0,1
5196,'2019/02/13 20:52:52:575',9,0,-0.023622,0,-0.015748,0,0.015748,0.031496,0.007874,0,-0.015748,-0.031496,-0.062992,-0.023622,0,0.031496,0,0.155518,-0.190552,-0.653259,0.716064,-0.067383,-1.020996,0.080078,0.125,0.25,0.1875,0,1
5197,'2019/02/13 20:52:52:610',9,0,0.007874,0,-0.007874,0,-0.015748,-0.007874,-0.007874,-0.023622,-0.007874,0.007874,0.007874,0,-0.007874,0,-0.007874,0.155518,-0.190552,-0.653259,0.716064,-0.073242,-1.02002,0.074707,0.9375,0,0.1875,0,1
5198,'2019/02/13 20:52:52:654',9,0,0.031496,-0.007874,0,0,-0.007874,0,0,-0.023622,-0.007874,-0.015748,0.015748,0.007874,-0.015748,0,-0.015748,0.155518,-0.190552,-0.653259,0.716064,-0.066895,-1.019043,0.078613,0.375,-0.1875,0.5625,0,1
5199,'2019/02/13 20:52:52:701',9,-0.007874,-0.03937,-0.03937,-0.055118,-0.031496,-0.023622,-0.031496,-0.023622,0.023622,0,0.015748,0.047244,0.023622,0,-0.031496,0,0.155518,-0.190552,-0.653259,0.716064,-0.071777,-1.015625,0.07666,0.6875,-0.4375,0.4375,0,1
5200,'2019/02/13 20:52:52:716',9,0,0,-0.007874,0,0,-0.023622,-0.007874,0,-0.007874,-0.015748,-0.007874,0,-0.023622,0.007874,0.015748,-0.015748,0.155518,-0.190552,-0.653259,0.716064,-0.071777,-1.01416,0.078125,0.4375,-0.3125,-0.1875,0,1
5201,'2019/02/13 20:52:52:752',9,-0.015748,0.03937,0.007874,0.03937,0.007874,0,0.015748,0.023622,0,0.007874,-0.023622,-0.047244,0.007874,0,-0.03937,-0.031496,0.155518,-0.190552,-0.653198,0.716125,-0.074219,-1.019043,0.078125,0.4375,-0.75,0.1875,0,1
5202,'2019/02/13 20:52:52:788',9,0,0.023622,-0.007874,0,0.007874,-0.015748,-0.007874,0,-0.015748,0.007874,-0.031496,0.015748,-0.023622,-0.007874,-0.015748,-0.015748,0.155518,-0.190552,-0.653198,0.716125,-0.077637,-1.015625,0.080078,0.375,-0.875,0.125,0,1
5203,'2019/02/13 20:52:52:818',9,-0.015748,0,-0.007874,-0.007874,0,-0.007874,0.007874,-0.007874,-0.007874,-0.007874,-0.007874,0.023622,0,-0.015748,-0.03937,-0.015748,0.155518,-0.190552,-0.653137,0.716187,-0.074219,-1.019531,0.084473,0.4375,-0.375,-0.125,0,1
5204,'2019/02/13 20:52:52:850',9,-0.015748,-0.007874,-0.03937,-0.055118,-0.015748,-0.023622,-0.015748,-0.007874,0,-0.023622,0.007874,0.023622,0.015748,0.015748,-0.015748,0,0.155518,-0.190552,-0.653137,0.716187,-0.073242,-1.018555,0.084961,0.1875,-0.5,0.25,0,1
5205,'2019/02/13 20:52:52:894',9,-0.007874,-0.023622,-0.015748,-0.031496,0.007874,0,-0.015748,0,-0.007874,0,-0.023622,-0.03937,-0.023622,-0.023622,-0.023622,-0.023622,0.155518,-0.190552,-0.653076,0.716248,-0.076172,-1.019531,0.087402,-0.3125,-0.75,0.5,0,1
5206,'2019/02/13 20:52:52:912',9,0,0,-0.015748,-0.023622,0,0.023622,-0.015748,0.015748,0,-0.007874,0,-0.023622,-0.007874,-0.015748,0,-0.007874,0.155518,-0.190552,-0.653015,0.716309,-0.071289,-1.013672,0.089844,0.75,-0.5,0.875,0,1
5207,'2019/02/13 20:52:52:947',9,-0.015748,0.023622,-0.007874,0,-0.015748,0.007874,0.094488,0,-0.023622,0,0,-0.023622,0,-0.007874,-0.023622,0.007874,0.155457,-0.190552,-0.652771,0.716553,-0.063477,-1.024902,0.086914,1.1875,-0.1875,1.3125,0,1
5208,'2019/02/13 20:52:52:975',9,0,-0.023622,0,-0.015748,0,-0.007874,-0.031496,0,-0.023622,0.007874,-0.047244,-0.007874,0,-0.015748,0.023622,-0.007874,0.155396,-0.190613,-0.652405,0.716858,-0.074707,-1.019043,0.09082,1.4375,0,1.3125,0,1
5209,'2019/02/13 20:52:53:015',9,0.007874,-0.007874,-0.007874,0,0,0,0.055118,0.007874,0,0.015748,0.007874,-0.007874,0,-0.015748,-0.031496,0,0.15509,-0.190796,-0.651855,0.717346,-0.079102,-1.013672,0.086914,0.75,-0.3125,1,0,1
5210,'2019/02/13 20:52:53:092',9,0.007874,-0.015748,0.007874,0.023622,0,-0.023622,-0.055118,-0.007874,-0.007874,-0.007874,-0.031496,0,-0.015748,-0.007874,-0.015748,-0.023622,0.15509,-0.190796,-0.651855,0.717407,-0.077637,-1.013184,0.086426,0.1875,-0.3125,0.8125,0,1
5211,'2019/02/13 20:52:53:134',9,-0.007874,-0.023622,-0.007874,-0.015748,-0.007874,-0.015748,-0.007874,-0.015748,-0.015748,-0.007874,-0.007874,0.007874,-0.007874,-0.023622,-0.03937,0,0.15509,-0.190796,-0.651794,0.717407,-0.071289,-1.009277,0.091309,0.8125,0,0.75,0,1
5212,'2019/02/13 20:52:53:154',9,0,0.031496,-0.007874,0,0,-0.007874,-0.070866,-0.015748,0,0.007874,-0.007874,0.007874,0,-0.007874,0.007874,-0.007874,0.154907,-0.191162,-0.651367,0.717773,-0.073242,-1.015137,0.090332,0.3125,0.5,1.125,0,1
5213,'2019/02/13 20:52:53:192',9,0,-0.015748,-0.015748,0.023622,-0.007874,0,-0.007874,-0.007874,-0.007874,-0.007874,0.007874,0.023622,-0.015748,0.007874,-0.007874,-0.007874,0.154724,-0.191528,-0.651123,0.717957,-0.08252,-1.008301,0.085449,-0.4375,0.1875,1.1875,0,1
5214,'2019/02/13 20:52:53:213',9,0,-0.015748,-0.031496,-0.015748,0.023622,0.023622,0.031496,0.015748,-0.015748,0.031496,0.023622,0.055118,-0.015748,-0.007874,-0.031496,0,0.154602,-0.191711,-0.651001,0.718018,-0.078613,-1.015137,0.086426,-0.1875,0.1875,1.125,0,1
5215,'2019/02/13 20:52:53:254',9,0,-0.007874,0.007874,0.015748,-0.007874,0,0.007874,-0.015748,-0.015748,0.031496,-0.015748,-0.023622,-0.015748,-0.03937,-0.031496,-0.015748,0.154602,-0.191711,-0.651001,0.718018,-0.075195,-1.003418,0.083496,0.6875,0.375,0.3125,0,1
5216,'2019/02/13 20:52:53:285',9,-0.007874,-0.031496,-0.007874,-0.031496,0,0,-0.007874,-0.007874,0,0.015748,0,0,-0.007874,-0.015748,-0.047244,-0.023622,0.154602,-0.191711,-0.65094,0.718079,-0.075195,-1.015625,0.084473,-0.1875,0.0625,0.0625,0,1
5217,'2019/02/13 20:53:01:735',10,0.015748,-0.047244,-0.015748,0.007874,0.03937,0.047244,-0.141732,-0.070866,-0.007874,0.031496,0,0.023622,0.015748,0.11811,0.141732,-0.015748,0.086548,-0.322083,-0.631653,0.69989,-0.337891,-0.948242,0.010254,-0.3125,-1.8125,2.625,1,0
5218,'2019/02/13 20:53:01:765',10,0.228346,0,0.070866,0.094488,0.047244,0.102362,0.125984,0.125984,0,0.015748,-0.047244,-0.070866,-0.031496,-0.015748,-0.181102,-0.055118,0.086243,-0.322205,-0.631531,0.699951,-0.355957,-0.972656,-0.001953,0.0625,-0.6875,1.875,1,0
5219,'2019/02/13 20:53:01:804',10,0.110236,-0.015748,0.062992,0.070866,0.062992,0.062992,-0.110236,-0.031496,-0.11811,-0.03937,-0.015748,-0.031496,0.007874,0.007874,-0.086614,-0.007874,0.085999,-0.322632,-0.631042,0.700195,-0.349121,-0.957031,0.014648,0.3125,1.125,1.125,1,0
5220,'2019/02/13 20:53:01:842',10,-0.007874,0.015748,-0.023622,-0.055118,-0.031496,-0.055118,-0.110236,0,-0.07874,0.015748,-0.007874,0.015748,0.031496,0.031496,-0.031496,-0.062992,0.086182,-0.32312,-0.63092,0.700073,-0.349121,-0.974121,-0.00293,-0.6875,1.25,1.0625,1,0
